Index,KernelName,gpu-id,queue-id,queue-index,pid,tid,grd,wgr,lds,scr,arch_vgpr,accum_vgpr,sgpr,wave_size,sig,obj,SQ_WAVES,SQ_BUSY_CYCLES,SQC_LDS_BANK_CONFLICT
77,"void k_set_rows<float, long, __half>(float const*, long const*, __half*, long, long, long, long, long, long, long, long, long, long, long, long, long, long, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>) [clone .kd]",1,1,36,29313,29313,512,256,0,0,24,0,128,32,0x0,0x7593ef26bd00,16,8933,0
78,"void mul_mat_vec_f<__half, float, 1, 32, false, false>(__half const*, float const*, int const*, ggml_cuda_mm_fusion_args_device, float*, int, HIP_vector_type<unsigned int, 3u>, int, int, int, HIP_vector_type<unsigned int, 3u>, int, int, int, HIP_vector_type<unsigned int, 3u>, int, int, int, int) [clone .kd]",1,1,37,29313,29313,262144,32,512,0,16,0,128,32,0x0,0x7591348a7d00,8192,312427,0
79,"void soft_max_f32<true, 256, 256, float>(float const*, float const*, float const*, float*, soft_max_params) [clone .kd]",1,1,38,29313,29313,8192,256,1536,0,24,0,128,32,0x0,0x7593eefa98c0,256,116177,0
80,"void mul_mat_vec_f<__half, __half, 1, 128, false, false>(__half const*, float const*, int const*, ggml_cuda_mm_fusion_args_device, float*, int, HIP_vector_type<unsigned int, 3u>, int, int, int, HIP_vector_type<unsigned int, 3u>, int, int, int, HIP_vector_type<unsigned int, 3u>, int, int, int, int) [clone .kd]",1,1,39,29313,29313,262144,128,512,0,16,0,128,32,0x0,0x7591348a6880,8192,428332,0
81,"__amd_rocclr_copyBuffer.kd",1,1,40,29313,29313,512,512,0,0,16,0,128,32,0x0,0x7593f56c57c0,16,2625,0
82,"void tmac_gemv_direct<(ggml_type)21, true>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,41,29313,29313,65536,256,2048,0,96,0,128,32,0x0,0x7593bbb2d780,2048,195288,0
83,"void rms_norm_f32<1024, true, false>(float const*, float*, int, long, long, long, float, float const*, long, long, long, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, float const*, long, long, long, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>) [clone .kd]",1,1,42,29313,29313,1024,1024,512,0,16,0,128,32,0x0,0x7593f11f6bc0,32,4549,0
84,"void tmac_gemv_fused_glu<(ggml_type)21, (ggml_glu_op)2>(float*, void const*, void const*, float const*, int, int, int const*, long, int) [clone .kd]",1,1,43,29313,29313,262144,256,2048,0,104,0,128,32,0x0,0x7593bbb2d800,8192,2506536,0
85,"void tmac_gemv_direct<(ggml_type)21, true>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,44,29313,29313,65536,256,2048,0,96,0,128,32,0x0,0x7593bbb2d780,2048,162944,0
86,"void rms_norm_f32<1024, true, false>(float const*, float*, int, long, long, long, float, float const*, long, long, long, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, float const*, long, long, long, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>) [clone .kd]",1,1,45,29313,29313,1024,1024,512,0,16,0,128,32,0x0,0x7593f11f6bc0,32,4586,0
87,"void tmac_gemv_direct<(ggml_type)21, false>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,46,29313,29313,65536,256,2048,0,96,0,128,32,0x0,0x7593bbb2d7c0,2048,173488,0
88,"void rope_norm<true, true, float, float>(float const*, float*, int, int, int, int, int, int, int, int, int, int, int const*, float, float, float, rope_corr_dims, float, float const*, long const*, int) [clone .kd]",1,1,47,29313,29313,8192,256,0,0,24,0,128,32,0x0,0x7593eeb175c0,256,128906,0
89,"void tmac_gemv_direct<(ggml_type)12, false>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,48,29313,29313,16384,256,0,0,72,0,128,32,0x0,0x7593bbb2cfc0,512,215352,0
90,"void tmac_gemv_direct<(ggml_type)21, false>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,49,29313,29313,16384,256,2048,0,96,0,128,32,0x0,0x7593bbb2d7c0,512,192216,0
91,"void rope_norm<true, true, float, __half>(float const*, __half*, int, int, int, int, int, int, int, int, int, int, int const*, float, float, float, rope_corr_dims, float, float const*, long const*, int) [clone .kd]",1,1,50,29313,29313,2048,256,0,0,24,0,128,32,0x0,0x7593eeb17640,64,30168,0
